Unnamed: 0,Name,Price,Unit,URL,Distributor,Product-ID,Dates,Product-Specification
,Tomato puree,$34.59,6 PC - 39.75 lbs,https://www.instacart.com/products/19188295-chef-s-quality-tomato-puree-10-lb?retailerSlug=restaurant-depot,Restaurant Depot,Tomato-pureeRestaurant-Depot2e2166ab-ab97-4fbd-9e8b-afdf8cfe6a28,"[""2024-10-22""]",
,Soybean Oil,$29.32,560 fl oz,https://www.instacart.com/products/19305502-chefs-quality-soybean-oil-35-lb?retailerSlug=restaurant-depot,Restaurant Depot,Soybean-OilRestaurant-Depot586a1412-011d-4e3a-b1db-c539bc0d3eaf,"[""2024-10-22""]",
,Fry Oil,$30.00,560 fl oz,https://www.instacart.com/products/19306292-chef-s-quality-clear-canola-fry-oil-35-lb?retailerSlug=restaurant-depot,Restaurant Depot,Fry-OilRestaurant-Depot03d40904-fb25-440a-88f7-881e8759e287,"[""2024-10-22""]",
,Whole Peeled Tomato,$23.71,6 pc,https://www.instacart.com/products/19188071-isabella-s-whole-peeled-tomatoes-in-tomato-juice-10-lb?retailerSlug=restaurant-depot,Restaurant Depot,Whole-Peeled-TomatoRestaurant-Depot8bc87ecc-0241-4540-9ad9-659be0ad2e2f,"[""2024-10-22""]",
,Firm Tofu,$2.11,16 oz,https://member.restaurantdepot.com/catalogsearch/result/?q=firm+tofu,Restaurant Depot,Firm-TofuRestaurant-Depot51b2c55c-e152-4248-bf42-e998adafca1b,"[""2024-10-22""]",
,Yellow onion ,"19,45",50lbs,50lbs,SJ Distributor,Yellow-onionSJ-Distributor24bdda5c-aeff-45ce-ba76-614d36b41c4f,"[""2024-10-22""]",
,peeled garlic,"59,6",30lbs,30lbs,SJ Distributor,peeled-garlicSJ-Distributor839cf38a-05ed-46c9-9ce0-08133bfeee42,"[""2024-10-22""]",
,peeled garlic,"12,5",5lbs,5lbs,SJ Distributor,peeled-garlicSJ-Distributor2fea4289-f4d6-4af4-b6de-84aa184b63c8,"[""2024-10-22""]",
,cilantro,"30,95",5doz,5doz,SJ Distributor,cilantroSJ-Distributorcef1ce23-2396-49e2-acda-e48bb6b87c92,"[""2024-10-22""]",
,Red onion,"20,95",25lbs,25lbs,SJ Distributor,Red-onionSJ-Distributor54a4c937-99a6-48c6-8d6a-6765a012af73,"[""2024-10-22""]",
,ginger,"32,5",30lbs,30lbs,SJ Distributor,ZucchiniSJ-Distributor1d6fb643-6dc1-401e-89c7-872deed365c2,"[""2024-10-22""]",
,Zucchini,"12,4",20lbs,20lbs,SJ Distributor,potatoSJ-Distributor90fc83f5-954b-4dc1-b665-a2abc92ca117,"[""2024-10-22""]",
,potato,22,80-90CT,80-90CT,SJ Distributor,Roma-TomatoSJ-Distributorb186d4ae-7f50-41be-81bb-a5bc29899056,"[""2024-10-22""]",
,Roma Tomato ,32,20lbs,20lbs,SJ Distributor,TomatoSJ-Distributorf47596d8-b4c1-45b5-8d7c-9f3fb0a904df,"[""2024-10-22""]",
,Tomato ,"26,5",18lbs,18lbs,SJ Distributor,American-eggplantSJ-Distributor3022bb88-71cd-4497-b0ac-c26fc99722fd,"[""2024-10-22""]",
,American eggplant,38,16-24PC,16-24PC,SJ Distributor,carrotSJ-Distributorf5c7ab01-c2ee-49a9-a114-3dc4a45b4067,"[""2024-10-22""]",
,carrot,"17,5",25lbs,25lbs,SJ Distributor,orangeSJ-Distributor2797b177-2b6c-42ce-ae4f-da2cc4aafaf7,"[""2024-10-22""]",
,orange,"29,5",30lbs,30lbs,SJ Distributor,Thai-Chili-GreenSJ-Distributore8d8684c-2ce9-4231-8c3b-19fc050a5371,"[""2024-10-22""]",
,lemon,28,35lbs,35lbs,SJ Distributor,Firm-tofuSJ-Distributorbc8d5465-2d3b-480e-b1c6-1feece976332,"[""2024-10-22""]",
,Thai Chili Green,"4,95",1 lbs,1 lbs,SJ Distributor,broccoliSJ-Distributorf4045e93-16fd-4db2-9e8d-d2c9317f6a38,"[""2024-10-22""]",
,Firm tofu,"19,5",60PC,60PC,SJ Distributor,cabbageSJ-Distributor8a93bdb3-473f-41d7-8f3e-73e3fcee951a,"[""2024-10-22""]",
,broccoli,"25,5",18lbs,18lbs,SJ Distributor,cauliflowerSJ-Distributord5d9aca7-1ed4-447f-b549-84933293d5bc,"[""2024-10-22""]",
,Fresh Halal Chicken Leg Quarter,"37,2",40lbs,40lbs,SJ Distributor,lettuceSJ-Distributor3a070ab3-f950-4d20-a7d5-357af5224013,"[""2024-10-22""]",
,Fresh Halal Chicken Thigh,"96,0",40lbs,40lbs,SJ Distributor,spinachSJ-Distributordb3b80a2-dc74-4109-b2af-ecab5942699e,"[""2024-10-22""]",
,Fresh Halal Chicken Breast,"88,0",40lbs,40lbs,SJ Distributor,celerySJ-Distributor561f87e4-7e8c-46e0-8f13-0dfb5459866f,"[""2024-10-22""]",
,Frozen Halal Bone/less Lamb Leg,"194,0",40lbs,40lbs,SJ Distributor,mintSJ-Distributorfa848124-02b0-42ef-a747-a3e1188ebfc2,"[""2024-10-22""]",
,Frozen Halal Cut goat <1-2>,"166,0",40lbs,40lbs,SJ Distributor,Green-bell-pepperSJ-Distributor320c2054-dfdc-4573-bb48-29d9cb4604a2,"[""2024-10-22""]",
,Forzen Halal ground lamb,,40lbs,40lbs,SJ Distributor,Red-bell-pepperSJ-Distributor0c7a7f9d-cdfb-4a44-bb87-871b81db843e,"[""2024-10-22""]",
,Swai fish fillet 8/10,"42,9",22lbs,22lbs,SJ Distributor,JalapenoSJ-Distributore78b9a9b-9290-4f75-bcf8-7147ca1383f3,"[""2024-10-22""]",
,Swai fish fillet 12/14,"42,9",22lbs,22lbs,SJ Distributor,SerrranoSJ-Distributor48242194-739a-4b49-9532-465e57ae2aa2,"[""2024-10-22""]",
,Tilapia fillet 5/7,"29,5",10lbs,10lbs,SJ Distributor,Fresh-Halal-Chicken-Leg-QuarterSJ-Distributorda9be421-863c-401d-98e4-4eb357e3fffb,"[""2024-10-22""]",
,Tilapia fillet 7/9,"29,0",10lbs,10lbs,SJ Distributor,Fresh-Halal-Chicken-ThighSJ-Distributor51ee1471-b314-4177-a2ec-a58c9b647cc0,"[""2024-10-22""]",
,Peas&Carrot,"25,2",24lbs,24lbs,SJ Distributor,Fresh-Halal-Chicken-BreastSJ-Distributor88b8b46b-77f6-4881-b0e3-c8a7c2d6c236,"[""2024-10-22""]",
,Frozen green peas,29,24lbs,24lbs,SJ Distributor,Frozen-Halal-Bone/less-Lamb-LegSJ-Distributorfa303443-4ed4-4913-a216-5b45f620f3db,"[""2024-10-22""]",
,Frozen cut beans,27,24lbs,24lbs,SJ Distributor,Frozen-Halal-Cut-goat-<1-2>SJ-Distributor18e580c6-19bb-4691-995e-aa19f2c4ded4,"[""2024-10-22""]",
,Frozen cut okra,"41,5",36lbs,36lbs,SJ Distributor,Swai-fish-fillet-8/10SJ-Distributor6aeb1824-869b-4246-b761-b621be9059e2,"[""2024-10-22""]",
,Frozen chopped spinach,"35,5",36lbs,36lbs,SJ Distributor,Swai-fish-fillet-12/14SJ-Distributora15eff3b-8c71-4f77-ad09-08e7e9e374bb,"[""2024-10-22""]",
,Mixed vegetables,42,30lbs,30lbs,SJ Distributor,Tilapia-fillet-5/7SJ-Distributorb9cac2f8-f459-4438-b152-8ad995ec4a7e,"[""2024-10-22""]",
,Sirracha Hot Chili Sauce,"48,95",12PC,12PC,SJ Distributor,Tilapia-fillet-7/9SJ-Distributor95b7b67b-6cec-4287-b804-9b5aa5dd227a,"[""2024-10-22""]",
,Sambai Oelek Chili Paste,53,3PC,3PC,SJ Distributor,Peas&CarrotSJ-Distributor5da5d0c9-6efb-4651-981f-99c8b5087bf9,"[""2024-10-22""]",
,Lemon Juice,"26,95",12PC,12PC,SJ Distributor,Frozen-cut-okraSJ-Distributord9015847-7d0f-4aa7-99df-12b2425ef68f,"[""2024-10-22""]",
,Salt,"12,95",50lbs,50lbs,SJ Distributor,Frozen-chopped-spinachSJ-Distributore2dae4d1-6d4d-407e-b23b-023d8369c918,"[""2024-10-22""]",
,Sugar,"44,95",50lbs,50lbs,SJ Distributor,Sirracha-Hot-Chili-SauceSJ-Distributora4bea2bf-09e9-4c30-b30c-fe64831bb067,"[""2024-10-22""]",
,All purpose Flour,"19,95",50lbs,50lbs,SJ Distributor,Lemon-JuiceSJ-Distributorde6b52c9-265d-473d-a627-6f3d803e7467,"[""2024-10-22""]",
,Coconut milk,"29,95",24PC,24PC,SJ Distributor,SaltSJ-Distributor9ea21f8e-296d-43cd-99d3-35ff9fa39d9a,"[""2024-10-22""]",
,Tomato Sauce,"34,95",6PC,6PC,SJ Distributor,SugarSJ-Distributor3f0156bb-18a5-484b-a3c7-7e816b1b0c5b,"[""2024-10-22""]",
,Tomato Puree,"41,95",6PC,6PC,SJ Distributor,All-purpose-FlourSJ-Distributorf430b3e3-849f-4a5a-931e-52b94cad1c2b,"[""2024-10-22""]",
,Whole Peeled tomato,"29,95",6PC,6PC,SJ Distributor,Coconut-milkSJ-Distributora2e65ff5-25d7-4d73-8af3-ba98bd5f9362,"[""2024-10-22""]",
,Soybean oil,"32,5",560FLOZ,560FLOZ,SJ Distributor,Tomato-SauceSJ-Distributord233a6d4-8c6d-4de6-99ba-31cc6f5951df,"[""2024-10-22""]",
,Fry oil,"33,5",560FLOZ,560FLOZ,SJ Distributor,Tomato-PureeSJ-Distributor245724f9-8453-415a-926a-9883a009cb92,"[""2024-10-22""]",
,Yellow onion ,"19,45",50lbs,50lbs,SJ Distributor,Whole-Peeled-tomatoSJ-Distributord3c45f64-cd3b-4aff-8cec-490bb71efcbf,"[""2024-10-22""]",
,peeled garlic,"59,6",30lbs,30lbs,SJ Distributor,Soybean-oilSJ-Distributore9ca23d1-f53b-45ff-85c8-55e1c503e29d,"[""2024-10-22""]",
,peeled garlic,"12,5",5lbs,5lbs,SJ Distributor,Fry-oilSJ-Distributor574a4f28-a191-4715-8c33-9ba75e453473,"[""2024-10-22""]",
,Peeled Garlic,$90.65,20 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1821537?seller_id=USBL,Sysco,Peeled-GarlicSyscof998686f-1641-40f2-93c0-b430c6325435,"[""2024-10-22""]",
,Cilantro,$2.01,1 lb,https://shop.sysco.com/app/product-details/opco/050/product/7078475?seller_id=USBL,Sysco,CilantroSyscoc3283bcc-6408-4e9e-9c05-96de32355f62,"[""2024-10-22""]",
,Red Onion,$22.35,50 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1094663?seller_id=USBL,Sysco,Red-OnionSysco86ecc737-7e29-4ac8-89a2-5652e48b2825,"[""2024-10-22""]",
,Ginger,$80.45,30 lbs,https://shop.sysco.com/app/product-details/opco/050/product/7049235?seller_id=USBL,Sysco,GingerSyscoc1c39296-c0e1-4b9e-bcba-2d35487157df,"[""2024-10-22""]",
,Zucchini,$22.95,20 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1602556?seller_id=USBL,Sysco,ZucchiniSysco72ebecee-c280-4943-9088-bfc8d63dd9c0,"[""2024-10-22""]",
,Potato,$20.49,50 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1008507?seller_id=USBL,Sysco,PotatoSysco4f7fd2ff-ff17-48cd-8da3-3b482c7aa367,"[""2024-10-22""]",
,Roma Tomato,$36.85,25 lbs,https://shop.sysco.com/app/product-details/opco/050/product/6894125?seller_id=USBL,Sysco,Roma-TomatoSysco00bb5247-0049-426c-89a7-5e337983752e,"[""2024-10-22""]",
,Tomato,$14.39,25 lbs,https://shop.sysco.com/app/product-details/opco/050/product/4935623?seller_id=USBL,Sysco,TomatoSysco8f1ac9e2-397a-4c4b-8832-2bc9cf8eaa32,"[""2024-10-22""]",
,American Eggplant,$48.55,18 ct,https://shop.sysco.com/app/product-details/opco/050/product/4294294?seller_id=USBL,Sysco,American-EggplantSysco426a848e-f90b-41e4-a354-2c3c4c93c3b5,"[""2024-10-22""]",
,Carrot,$23.98,25 lbs,https://shop.sysco.com/app/product-details/opco/050/product/2227007?seller_id=USBL,Sysco,CarrotSyscob6898df6-27e6-42b5-a1db-25d52c535233,"[""2024-10-22""]",
,Orange,$65.10,30 lbs,https://shop.sysco.com/app/product-details/opco/050/product/7289526?seller_id=USBL,Sysco,OrangeSysco55e340b7-6be5-435b-85a6-4046991c2b66,"[""2024-10-22""]",
,Lemon,$31.75,35 lbs,https://shop.sysco.com/app/product-details/opco/050/product/7289542?seller_id=USBL,Sysco,LemonSysco51b2bc1b-ff66-40af-86d4-b85a526ec717,"[""2024-10-22""]",
,Green Chili Peppers,$52.39,21 lb,https://shop.sysco.com/app/product-details/opco/050/product/0815282?seller_id=USBL,Sysco,Green-Chili-PeppersSysco947e14ed-17e3-4c19-b76d-b403932fcab7,"[""2024-10-22""]",
,Firm Tofu,$26.49,12 lbs,https://shop.sysco.com/app/product-details/opco/050/product/9907433?seller_id=USBL,Sysco,Firm-TofuSyscob335e99b-014e-4f68-ac51-2b61cd5be515,"[""2024-10-22""]",
,Broccoli,$24.72,20 lbs,https://shop.sysco.com/app/product-details/opco/050/product/2704989?seller_id=USBL,Sysco,BroccoliSysco173c1471-1e9d-4330-bcf4-b9f75014acdf,"[""2024-10-22""]",
,Cabbage,$33.45,50 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1007970?seller_id=USBL,Sysco,CabbageSysco820380b9-90b6-425a-a885-a9ffca8e9138,"[""2024-10-22""]",
,Cauliflower,$41.84,12 ct,https://shop.sysco.com/app/product-details/opco/050/product/1243724?seller_id=USBL,Sysco,CauliflowerSysco1c4626ad-629f-4c3c-8631-b5408c2a80a5,"[""2024-10-22""]",
,Lettuce,$33.29,24 pc,https://shop.sysco.com/app/product-details/opco/050/product/1091168?seller_id=USBL,Sysco,LettuceSysco2ce6420c-1131-46e3-af1f-dd27ea47a840,"[""2024-10-22""]",
,Spinach,$25.40,12.5 lbs,https://shop.sysco.com/app/product-details/opco/050/product/8474538?seller_id=USBL,Sysco,SpinachSysco5d874096-f96a-4c86-b8a3-ff13b401aa52,"[""2024-10-22""]",
,Celery,$31.29,24 ct,https://shop.sysco.com/app/product-details/opco/050/product/1120625?seller_id=USBL,Sysco,CelerySysco22106537-60e6-42f4-94a9-97853988e323,"[""2024-10-22""]",
,Mint,$12.95,1 lb,https://shop.sysco.com/app/product-details/opco/050/product/7187552?seller_id=USBL,Sysco,MintSyscoa5d895fd-80d2-4fed-8955-602e2c0bdbd8,"[""2024-10-22""]",
,Green Bell Pepper,$39.95,25 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1910231?seller_id=USBL,Sysco,Green-Bell-PepperSysco5648da0e-c0f5-40fc-8987-96047a076371,"[""2024-10-22""]",
,Red Bell Pepper,$54.95,25 lbs,https://shop.sysco.com/app/product-details/opco/050/product/4615704?seller_id=USBL,Sysco,Red-Bell-PepperSyscoaeadfd44-e8b6-46e2-b3e6-0b9c3cfd4cab,"[""2024-10-22""]",
,Jalapeno,$28.42,35 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1185156?seller_id=USBL,Sysco,JalapenoSyscoa280d2f8-9d8d-42ef-8550-394f96e26ed5,"[""2024-10-22""]",
,Seranno,$74.85,30 lbs,https://shop.sysco.com/app/product-details/opco/050/product/5214465?seller_id=USBL,Sysco,SerannoSysco2b27ff5b-bea6-4ae6-8e04-cee3e5a40312,"[""2024-10-22""]",
,Chicken Leg,$65.83,40 lbs,https://shop.sysco.com/app/product-details/opco/050/product/2334706?seller_id=USBL,Sysco,Chicken-LegSysco3b63f856-2e48-4f52-acbf-550db437587b,"[""2024-10-22""]",
,Chicken Thigh,$112.5,40 lbs,https://shop.sysco.com/app/product-details/opco/050/product/6844815?seller_id=USBL,Sysco,Chicken-ThighSysco00d07854-02a8-44df-b8b9-7c4d330c0108,"[""2024-10-22""]",
,Chicken Breast,$90.05,40 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1289150?seller_id=USBL,Sysco,Chicken-BreastSysco02e02bb0-b790-467c-ab44-d461548a2b6e,"[""2024-10-22""]",
,Lamb Leg,$11.60,40 lbs,https://shop.sysco.com/app/product-details/opco/050/product/7175929?seller_id=USBL,Sysco,Lamb-LegSysco61579134-57ae-4c21-bd1b-f2218580a9d4,"[""2024-10-22""]",
,Cut Goat,$209.5,45 lbs,https://shop.sysco.com/app/product-details/opco/050/product/7211423?seller_id=USBL,Sysco,Cut-GoatSysco05b118cc-445b-445e-9f59-d2a6bef84c32,"[""2024-10-22""]",
,Swai Fish Fillets,$50.11,22 lbs,https://shop.sysco.com/app/product-details/opco/050/product/7077752?seller_id=USBL,Sysco,Swai-Fish-FilletsSysco2eba4b91-566d-4412-9b0a-a7785861d89e,"[""2024-10-22""]",
,Tilapia Fish Fillet,$42.83,10 lbs,https://shop.sysco.com/app/product-details/opco/050/product/0496671?seller_id=USBL,Sysco,Tilapia-Fish-FilletSysco18154d0c-f5e9-4c25-83ec-68de4665c94f,"[""2024-10-22""]",
,Peas and Carrots,$66.89,30 lbs,https://shop.sysco.com/app/product-details/opco/050/product/1263615?seller_id=USBL,Sysco,Peas-and-CarrotsSysco4ef0c64a-94ac-4d86-bdd1-f20df433d57e,"[""2024-10-22""]",
,Frozen Peas,$50.29,24 lbs,https://shop.sysco.com/app/product-details/opco/050/product/6409940?seller_id=USBL,Sysco,Frozen-PeasSysco34bf71f8-7d1b-494e-8fa2-96f34053e8a7,"[""2024-10-22""]",
,Fresh Okra,$77.95,36 lbs,No url,Sysco,Fresh-OkraSysco8952eb03-0692-4128-96ff-b4a1b535b3d6,"[""2024-10-22""]",
,Mixed Vegetables,$53.85,30 lbs,https://shop.sysco.com/app/product-details/opco/050/product/3960200?seller_id=USBL,Sysco,Mixed-VegetablesSyscoddc3c10f-25c0-4a51-8a5b-308b51e6fb20,"[""2024-10-22""]",
,Sriracha Hot Sauce,$52.90,12 pc,https://shop.sysco.com/app/product-details/opco/050/product/7214352?seller_id=USBL,Sysco,Sriracha-Hot-SauceSysco6bfa3eb0-c3d5-42d6-9bb1-33b432b6422a,"[""2024-10-22""]",
,Sambai Oelek Chili Paste,$35.69,12 units,https://shop.sysco.com/app/product-details/opco/050/product/4260970?seller_id=USBL,Sysco,Sambai-Oelek-Chili-PasteSysco748fc896-8b3c-42b4-8ddf-cce563743b06,"[""2024-10-22""]",
,Lemon Juice,$50.37,24 lbs,https://shop.sysco.com/app/product-details/opco/050/product/3944574?seller_id=USBL,Sysco,Lemon-JuiceSysco63f723ff-37d4-4625-8545-35a089ee1944,"[""2024-10-22""]",
,Salt,$14.43,50 lbs,https://shop.sysco.com/app/product-details/opco/050/product/4564894?seller_id=USBL,Sysco,SaltSyscof5893055-d7aa-468f-a9f4-fdca481ac5be,"[""2024-10-22""]",
,Sugar,$47.52,50 lbs,https://shop.sysco.com/app/product-details/opco/050/product/5825672?seller_id=USBL,Sysco,SugarSysco633f7bb2-008f-49bf-8570-0e0434e8eba8,"[""2024-10-22""]",
,All purpose Flour,$17.57,50 lbs,https://shop.sysco.com/app/product-details/opco/050/product/4267274?seller_id=USBL,Sysco,All-purpose-FlourSysco7c48a8eb-5964-47cf-95e3-f5faa5dff122,"[""2024-10-22""]",
,Tomato Sauce,$33.94,6 PC,https://shop.sysco.com/app/product-details/opco/050/product/4978884?seller_id=USBL,Sysco,Tomato-SauceSysco5a868d15-bd7d-4ed0-a4a7-f6511ed2184c,"[""2024-10-22""]",
,Tomato puree,$34.15,6 PC,https://shop.sysco.com/app/product-details/opco/050/product/7129067?seller_id=USBL,Sysco,Tomato-pureeSyscod5ec309d-f35b-4966-b47e-4ccb7cd346c7,"[""2024-10-22""]",
,Soybean Oil,$34.86,560 fl oz,https://shop.sysco.com/app/product-details/opco/050/product/4119079?seller_id=USBL,Sysco,Soybean-OilSyscof798a9bb-48de-490a-a200-f2e3f73aeab2,"[""2024-10-22""]",
,Fry Oil,$48.74,560 fl oz,https://shop.sysco.com/app/product-details/opco/050/product/7644909?seller_id=USBL,Sysco,Fry-OilSyscoe9624045-52ba-40b8-9b30-7aab38dd0cdd,"[""2024-10-22""]",
,Whole Peeled Tomato,$28.07,6 pc,https://shop.sysco.com/app/product-details/opco/050/product/5902317?seller_id=USBL,Sysco,Whole-Peeled-TomatoSyscob76af85e-c8d6-4a36-8a41-12558e7713bc,"[""2024-10-22""]",
